train_id,region,season,train_type,train_age_years,average_speed_kmph,distance_travelled_km,ambient_temperature_c,humidity_percent,rainfall_mm,wheel_wear_percent,track_vibration_level,rail_wear_mm,bearing_temperature_c,axle_temperature_c,brake_pad_wear_percent,brake_pressure_psi,battery_voltage,last_maintenance_days,sensor_health_index,inspection_score,delay_minutes,failure_type,maintenance_required,failure_severity,risk_score
9355,Southern Railway,Winter,Passenger,19,59.098631565245135,194010,26.2,37.8,1.5,50.2,4.49,8.88,72.8,55.5,65.1,89.1,26.31,19,90.8,79.9,14.2,None,0,None,63.1
9356,Eastern Railway,Monsoon,Express,21,88.39258565798373,24942,30.2,78.8,35.1,24.5,2.46,12.83,60.6,41.2,56.7,87.8,25.98,5,88.9,75.1,17.9,None,0,None,57.9
9357,Northern Railway,Summer,Metro,18,61.669989294141146,51673,38.2,63.5,6.4,38.7,2.78,16.17,83.3,52.1,38.2,98.4,20.24,109,70.4,84.2,0.8,Track Defect,1,Low,60.6
9358,South Central Railway,Winter,Passenger,20,52.12216469976725,262974,17.7,66.4,0.1,30.7,2.5,9.81,80.9,64.5,45.0,109.9,24.37,109,79.3,52.0,15.4,None,0,None,69.8
9359,Southern Railway,Winter,Express,16,110.9816307032499,44105,15.8,40.0,10.1,29.0,3.32,12.33,56.4,46.5,41.0,85.9,24.75,40,99.0,87.0,11.4,None,0,None,48.9
9360,Northern Railway,Winter,Passenger,30,67.75528038072653,112908,24.4,27.0,1.0,72.4,4.94,11.17,89.1,80.0,91.0,62.0,,210,51.0,42.1,3.8,Brake Failure,1,Low,99.6
9361,Southern Railway,Summer,Passenger,27,74.43925161139775,407296,36.0,63.4,5.0,39.2,3.91,10.56,74.8,72.5,60.4,78.6,26.86,326,36.7,40.0,10.2,None,0,None,91.8
9362,South Central Railway,Winter,Express,5,97.46530702256959,196090,15.9,66.3,2.8,24.6,,7.98,60.6,47.1,47.5,101.4,27.0,282,31.2,40.0,15.4,Brake Failure,1,Low,87.9
9363,South Central Railway,Monsoon,Passenger,18,73.78106628694381,89665,27.7,88.6,117.6,39.6,3.88,9.86,81.6,65.8,17.7,109.1,25.08,313,38.8,43.0,67.9,None,0,None,83.7
9364,South Central Railway,Monsoon,Metro,26,51.64862031029095,34421,25.5,95.3,57.3,33.6,4.32,13.68,75.7,55.3,48.8,95.3,23.92,267,51.7,54.5,16.3,None,0,None,78.4
9365,Western Railway,Winter,Express,6,107.21879324183429,81034,15.6,52.8,9.6,24.7,1.9,13.07,68.0,55.4,23.1,106.9,24.4,98,78.4,61.9,2.6,Wheel Defect,1,Low,61.4
9366,Central Railway,Summer,Freight,11,38.64350120316976,201237,42.3,56.7,1.4,29.7,2.04,7.06,75.5,70.5,40.5,109.5,25.49,76,86.3,78.9,25.0,Track Defect,1,Low,56.0
9367,Eastern Railway,Monsoon,Express,21,123.97124358514294,261954,26.6,96.2,56.8,42.6,4.69,21.26,72.1,59.9,51.7,87.6,24.56,343,29.0,52.6,14.3,Track Defect,1,Low,88.7
9368,Southern Railway,Monsoon,Passenger,15,81.55340835976007,85347,26.3,77.1,80.4,43.7,3.53,10.44,77.6,71.4,14.3,115.7,26.79,265,52.3,55.9,21.9,None,0,None,75.0
9369,Eastern Railway,Monsoon,Passenger,17,49.096901855320006,34256,25.5,83.2,82.3,38.8,3.34,9.98,78.3,73.5,29.1,106.5,25.88,276,43.9,61.8,11.9,None,0,None,76.2
9370,Eastern Railway,Summer,Passenger,27,86.54727769415739,83625,38.9,54.1,3.7,39.0,2.53,18.78,87.1,55.0,66.0,89.1,23.08,73,84.1,66.1,14.6,Track Defect,1,Medium,68.0
9371,Western Railway,Winter,Passenger,12,58.697017235858254,403748,10.6,60.2,,17.3,3.0,7.65,62.0,42.8,18.0,120.2,25.53,296,64.5,45.3,3.5,None,0,None,69.6
9372,Southern Railway,Summer,Express,23,103.21010594061386,69446,37.0,56.4,1.4,30.8,1.46,10.87,66.4,59.7,37.9,100.5,23.41,37,92.8,92.9,16.5,None,0,None,48.4
9373,South Central Railway,Winter,Passenger,6,59.72653998736292,301931,20.7,46.2,0.3,50.5,3.07,3.16,68.4,71.5,31.7,95.2,24.97,300,43.5,42.9,7.3,None,0,None,87.2
9374,Central Railway,Summer,Passenger,1,76.40414328816087,94920,33.0,,5.8,12.2,2.23,2.51,64.0,47.5,0.0,122.0,24.64,45,89.3,86.7,6.0,None,0,None,41.6
9375,Northern Railway,Monsoon,Express,33,88.72253166285536,91087,24.7,78.2,66.7,63.5,3.79,13.83,76.0,89.7,67.2,73.4,25.02,102,63.0,81.3,42.5,None,0,None,74.6
9376,Western Railway,Monsoon,Freight,1,69.93208973510396,75619,29.2,93.0,101.7,29.3,2.44,2.39,72.4,67.4,33.1,103.6,26.48,218,50.9,58.0,10.4,None,0,None,73.8
9377,Southern Railway,Summer,Freight,25,48.978457364829794,87559,29.6,47.1,6.8,52.9,4.5,8.84,75.0,74.2,46.4,85.5,28.26,289,42.7,40.0,3.3,Signal Failure,1,Medium,91.4
9378,Eastern Railway,Monsoon,Passenger,8,72.45041525787235,23763,25.1,66.8,89.1,0.0,1.13,4.03,58.0,42.9,22.5,102.5,27.98,288,31.8,45.3,42.7,None,0,None,75.7
9379,Southern Railway,Winter,Passenger,15,71.24484571714949,32385,12.0,60.2,0.5,47.7,5.53,7.11,80.0,69.7,43.7,88.2,24.57,154,70.8,85.0,11.1,None,0,None,63.2
9380,Eastern Railway,Monsoon,Passenger,22,90.96527208262252,46160,28.7,92.8,46.8,50.4,3.46,15.66,85.8,83.1,56.6,105.1,25.02,193,67.8,68.6,40.6,Track Defect,1,Low,73.3
9381,Eastern Railway,Summer,Passenger,25,80.5096893272242,480651,45.4,54.1,5.7,73.7,4.78,12.32,92.9,79.4,65.4,88.3,24.75,16,91.1,94.7,6.6,None,0,None,63.0
9382,Central Railway,Summer,Express,16,91.25644550247331,190476,33.7,56.8,1.6,46.6,3.39,9.94,,79.0,69.9,77.3,26.95,131,56.8,60.3,33.1,None,0,None,81.0
9383,Central Railway,Monsoon,Passenger,14,77.5728444088951,179596,27.4,81.8,38.5,43.4,2.95,6.59,78.8,67.8,38.0,95.2,24.11,332,21.7,40.0,13.4,None,0,None,94.1
9384,Western Railway,Summer,Metro,5,51.38332715388929,135091,27.1,57.4,18.2,14.9,1.13,9.82,53.7,47.6,25.8,102.2,26.43,352,26.9,40.9,10.9,None,0,None,83.2
9385,Western Railway,Winter,Freight,14,63.3693298256002,104888,12.6,52.6,2.8,47.3,3.03,6.33,73.9,50.9,23.1,104.2,24.76,357,32.7,51.9,4.1,None,0,None,84.7
9386,Eastern Railway,Summer,Passenger,26,85.45185653596934,62926,31.8,54.4,6.1,,5.57,11.0,76.5,61.6,66.6,93.0,27.53,307,39.3,57.8,8.3,Brake Failure,1,Medium,87.5
9387,Southern Railway,Monsoon,Passenger,17,65.73409156386843,78800,35.0,99.6,40.1,45.5,4.25,8.61,69.3,56.7,23.5,107.7,26.26,346,21.6,41.1,4.7,None,0,None,92.0
9388,Eastern Railway,Winter,Metro,17,51.860335242158946,85128,11.7,61.1,4.4,38.0,4.7,6.14,77.3,62.3,64.2,81.6,23.85,285,42.3,54.7,0.9,None,0,None,84.5
9389,South Central Railway,Winter,Express,16,98.14455771035362,282350,22.8,45.1,2.8,43.4,4.28,8.57,87.5,60.6,10.6,104.9,24.01,40,100.0,80.5,8.5,None,0,None,50.2
9390,Western Railway,Monsoon,Passenger,15,73.3006771625985,45986,29.3,78.8,59.9,45.8,3.51,8.75,81.0,78.4,47.0,93.1,23.45,55,92.4,83.9,22.8,None,0,None,57.2
9391,Western Railway,Monsoon,Passenger,9,79.15374914706106,133143,27.2,85.3,74.2,37.9,2.99,5.63,61.5,68.1,30.3,93.4,26.26,198,47.8,44.3,28.9,Bearing Failure,1,Medium,82.0
9392,Southern Railway,Summer,Express,2,90.76857633720965,79432,40.0,61.4,10.2,19.8,,3.0,55.0,49.0,21.8,116.4,28.44,279,46.4,45.1,17.5,None,0,None,76.3
9393,Central Railway,Summer,Passenger,24,58.014364366264076,132414,42.8,69.2,0.5,59.1,,11.02,81.6,69.8,26.7,115.2,25.41,244,59.8,66.8,8.7,Wheel Defect,1,Low,74.1
9394,South Central Railway,Monsoon,Express,30,77.0692757015909,101187,29.0,66.9,87.1,33.0,3.01,13.3,,47.1,60.2,89.8,23.6,148,77.6,63.5,9.5,None,0,None,68.6
9395,Southern Railway,Winter,Freight,30,53.5500519170221,77918,12.2,55.0,3.3,70.9,,16.8,88.3,74.7,82.1,84.9,24.36,11,97.6,90.2,5.2,Track Defect,1,Low,64.7
9396,Western Railway,Summer,Passenger,11,88.8218446369134,320594,42.3,43.0,5.4,48.5,2.16,6.85,66.2,69.3,19.1,110.0,24.89,195,53.2,55.1,3.9,None,0,None,77.0
9397,South Central Railway,Summer,Passenger,6,68.52324767992492,101408,38.0,41.4,1.2,30.2,2.34,6.73,61.3,60.3,42.5,106.4,24.79,258,51.5,63.0,14.6,None,0,None,73.3
9398,South Central Railway,Summer,Passenger,23,45.94125495012126,161055,39.8,45.3,1.2,70.6,4.86,11.05,105.0,62.8,63.3,88.6,,138,74.8,84.1,7.8,None,0,None,71.1
9399,Eastern Railway,Winter,Freight,31,51.113827875634485,96693,18.2,48.6,0.4,61.5,4.59,12.0,91.2,66.7,87.5,72.6,23.63,191,76.9,75.0,10.1,None,0,None,75.4
9400,Central Railway,Summer,Passenger,34,68.56700126237209,425788,45.8,65.8,3.6,78.1,5.78,17.59,100.6,73.0,81.4,78.0,22.21,181,62.4,72.7,1.9,Track Defect,1,Low,83.9
9401,Central Railway,Summer,Metro,24,46.39142770037898,45768,33.2,64.8,4.6,59.3,4.93,8.93,67.8,121.14,61.1,93.8,23.79,202,61.5,57.0,8.3,Track Defect,1,Critical,82.7
9402,Western Railway,Monsoon,Express,28,96.21068476696124,75138,24.4,72.1,47.7,76.4,5.22,12.57,84.5,70.6,65.8,77.5,26.23,286,41.2,42.7,42.6,None,0,None,99.5
9403,South Central Railway,Summer,Passenger,2,60.31617296503455,85449,39.7,63.7,6.0,7.7,1.68,2.92,63.8,48.9,20.0,92.8,23.07,171,74.0,67.6,19.3,None,0,None,55.7
9404,Western Railway,Monsoon,Freight,22,58.42864237886828,172799,26.2,,74.9,44.4,3.62,13.24,89.8,68.5,30.0,113.9,26.46,338,33.7,40.8,24.0,Track Defect,1,Medium,89.2
9405,Eastern Railway,Monsoon,Freight,24,55.7667160930416,152300,28.6,85.5,15.9,48.7,2.93,14.56,73.7,54.9,66.5,73.2,25.15,219,57.4,71.8,32.8,Track Defect,1,Medium,76.2
9406,Western Railway,Summer,Metro,32,55.44765156126759,42698,41.7,76.9,9.5,78.0,5.47,18.04,99.0,67.9,55.7,96.6,23.16,98,84.8,65.6,7.4,Track Defect,1,Medium,76.2
9407,Central Railway,Monsoon,Express,22,113.2127118076977,233902,23.8,59.2,67.2,57.8,4.36,9.08,78.0,63.7,40.0,92.6,23.97,313,32.9,52.3,20.9,None,0,None,89.7
9408,Southern Railway,Monsoon,Freight,3,54.57418344872454,111725,31.1,68.8,66.2,13.2,1.12,1.88,58.7,50.5,0.0,117.8,23.28,107,69.8,66.6,17.8,None,0,None,55.7
9409,Southern Railway,Summer,Passenger,17,84.01259417824033,21367,41.1,54.5,3.2,30.6,4.08,7.68,62.6,53.8,61.8,90.6,,249,30.0,40.0,20.0,None,0,None,91.9
9410,Western Railway,Monsoon,Freight,18,41.4545168743798,212091,25.7,91.4,63.9,59.6,5.43,8.38,83.3,72.1,48.7,96.4,24.13,299,50.2,41.5,37.8,Wheel Defect,1,Medium,90.5
9411,Central Railway,Summer,Freight,13,37.59958821407032,98859,32.4,54.6,1.9,48.1,4.28,7.41,84.0,66.6,26.2,109.3,25.94,204,78.5,69.2,5.2,None,0,None,64.7
9412,Northern Railway,Summer,Express,33,100.5800092509953,359582,43.6,44.7,10.9,62.9,4.12,14.82,85.2,64.0,80.6,83.1,23.3,220,64.3,75.3,2.6,Track Defect,1,Medium,78.4
9413,Northern Railway,Monsoon,Passenger,29,91.85260857896633,121270,22.8,68.1,34.8,67.4,6.09,17.1,89.9,72.6,65.6,87.8,22.78,34,94.0,70.6,4.0,Track Defect,1,Medium,70.3
9414,Central Railway,Winter,Metro,16,64.19466203898386,71634,21.3,59.1,1.9,28.9,3.27,15.78,56.5,55.6,31.4,93.5,26.22,135,75.0,73.5,6.9,Track Defect,1,Low,60.0
9415,Northern Railway,Summer,Express,1,121.87818505552876,122268,29.8,,2.1,3.5,1.46,1.96,63.1,55.6,18.0,115.9,21.8,27,100.0,96.5,1.5,None,0,None,35.0
9416,Central Railway,Monsoon,Passenger,17,70.37418213036777,51640,24.4,90.8,64.4,29.7,1.66,9.12,75.8,67.8,4.7,125.6,24.84,75,87.0,95.7,5.2,None,0,None,43.8
9417,Northern Railway,Winter,Passenger,18,59.789956910708256,49392,7.9,61.7,10.2,23.8,2.32,6.6,74.6,72.0,10.2,122.4,26.69,241,45.2,51.6,5.6,None,0,None,73.3
9418,Central Railway,Summer,Express,1,121.97364546000598,97871,38.9,68.4,14.4,15.1,1.85,6.63,69.8,47.8,20.3,100.7,26.11,129,76.5,83.7,6.5,None,0,None,50.4
9419,Northern Railway,Monsoon,Express,16,99.24907916419312,44385,26.8,83.7,99.5,51.3,4.25,7.48,82.6,75.3,17.8,99.2,24.88,267,54.1,43.1,29.1,None,0,None,82.0
9420,Southern Railway,Summer,Express,11,85.67920258341435,42768,38.9,69.0,8.6,33.5,2.17,3.73,,56.3,24.7,114.3,27.51,114,67.7,73.6,17.1,None,0,None,62.3
9421,Northern Railway,Monsoon,Passenger,31,59.31147297987934,133392,32.3,91.6,85.1,57.1,3.72,13.15,88.4,86.3,89.9,84.0,22.62,291,41.7,40.0,33.7,None,0,None,99.2
9422,Eastern Railway,Summer,Express,24,112.81050056965837,141923,29.9,55.1,0.3,49.9,4.4,10.91,81.1,68.5,64.8,76.1,23.73,58,82.9,78.5,4.7,None,0,None,65.9
9423,South Central Railway,Winter,Freight,32,50.93382519170354,330882,23.9,70.5,1.5,82.2,,14.56,91.6,84.6,54.8,97.0,23.91,159,62.0,62.1,7.9,Track Defect,1,High,85.3
9424,Southern Railway,Monsoon,Freight,18,52.66551623509457,67641,33.5,80.0,19.0,35.3,2.48,9.61,64.1,54.3,32.7,104.3,26.61,244,46.2,70.6,15.4,None,0,None,71.6
9425,Northern Railway,Winter,Express,10,111.31992683449435,60545,13.5,38.9,0.1,31.5,2.9,4.87,68.6,61.9,35.9,83.0,23.15,123,76.3,68.3,2.4,None,0,None,63.1
9426,Southern Railway,Summer,Express,25,112.64649049310435,213246,38.1,62.0,0.1,48.7,2.48,10.01,91.4,67.7,46.6,91.4,25.38,290,42.0,46.7,10.4,Signal Failure,1,Medium,87.9
9427,Western Railway,Monsoon,Express,5,84.26449493456292,270423,31.2,75.1,54.9,19.8,2.3,3.14,57.0,71.1,10.1,121.6,22.18,259,56.3,61.2,36.2,None,0,None,65.1
9428,Eastern Railway,Summer,Freight,28,72.19833309562661,71564,48.5,63.0,3.7,58.4,4.3,12.76,83.0,64.9,81.5,72.1,24.97,107,79.7,79.7,7.5,None,0,None,71.0
9429,South Central Railway,Winter,Express,12,116.22101249986223,131436,24.4,38.8,1.3,33.9,4.06,7.58,71.0,58.1,37.1,92.0,25.44,308,27.6,47.0,8.9,Brake Failure,1,Low,87.0
9430,Western Railway,Summer,Express,1,124.82281461888378,37989,39.9,,4.8,22.7,1.73,3.72,72.8,59.8,34.3,105.1,24.72,307,37.5,61.6,7.4,None,0,None,74.9
9431,Central Railway,Monsoon,Freight,23,48.72370894859013,197103,27.5,84.0,74.2,42.9,3.77,11.99,72.4,59.2,61.5,83.9,,236,42.8,63.2,12.4,None,0,None,81.8
9432,Eastern Railway,Winter,Express,13,103.44941913283326,47195,25.9,66.4,0.9,23.9,1.9,4.92,61.8,72.1,9.5,107.2,23.28,225,69.1,57.6,5.6,None,0,None,63.6
9433,Eastern Railway,Monsoon,Passenger,1,59.65246678334995,56631,34.4,86.7,27.7,24.4,2.12,2.14,64.1,46.2,23.4,113.9,24.23,77,83.9,84.9,26.0,None,0,None,50.5
9434,Central Railway,Summer,Passenger,6,72.96844429888955,899878,42.6,51.9,4.9,26.1,2.03,10.62,,65.5,30.0,95.1,26.65,358,28.5,40.0,7.4,Brake Failure,1,Low,86.5
9435,Central Railway,Winter,Passenger,1,75.41802589663692,117602,27.0,49.4,0.2,18.6,1.23,4.28,77.7,54.4,0.0,117.2,25.87,4,100.0,96.3,17.1,None,0,None,36.1
9436,Southern Railway,Monsoon,Express,21,85.70176948210545,57141,23.6,95.5,51.5,45.4,3.83,12.23,65.5,72.5,66.2,77.8,22.04,106,86.7,80.9,42.1,None,0,None,62.9
9437,Western Railway,Monsoon,Freight,3,41.84505593409191,214357,29.4,80.3,31.0,10.6,2.17,2.95,51.9,49.8,18.8,105.6,24.98,140,67.2,78.2,6.6,None,0,None,54.0
9438,South Central Railway,Winter,Passenger,31,71.07207793473432,580865,18.8,29.5,13.8,,5.68,14.9,98.3,75.4,59.9,92.9,26.99,364,24.7,40.0,3.6,Track Defect,1,Medium,100.0
9439,Western Railway,Summer,Metro,4,41.37089484486018,60648,35.9,49.4,11.6,23.8,2.73,2.94,52.2,62.6,16.8,115.1,22.18,105,79.6,83.6,16.8,None,0,None,51.1
9440,Central Railway,Summer,Passenger,17,88.3429580125176,117202,25.3,57.8,3.1,40.8,2.47,14.15,76.4,66.4,65.1,66.4,25.11,236,51.2,69.0,4.0,Track Defect,1,Low,77.0
9441,Northern Railway,Winter,Freight,20,60.26441737741234,177474,12.3,50.5,1.2,50.3,2.81,9.01,86.3,61.3,54.3,95.5,25.28,363,28.0,40.0,19.2,None,0,None,96.3
9442,Central Railway,Winter,Freight,22,44.4459841086455,38644,26.0,62.7,,44.3,2.22,8.43,81.7,55.5,72.9,64.9,22.91,342,19.9,41.6,11.8,None,0,None,99.4
9443,Northern Railway,Winter,Express,32,83.53818883340844,39396,27.5,46.4,0.3,,4.62,17.1,87.6,73.8,59.1,76.4,25.29,215,48.7,60.2,4.4,Track Defect,1,Low,84.4
9444,Eastern Railway,Monsoon,Freight,23,66.23925698343788,188074,25.2,79.0,131.0,23.7,2.95,10.56,56.9,60.4,41.0,101.1,25.6,160,63.0,62.0,31.4,None,0,None,68.4
9445,Eastern Railway,Summer,Passenger,3,81.0349328235337,114297,40.0,61.0,10.5,14.1,2.51,2.73,47.4,63.1,40.6,102.4,27.39,315,24.8,40.4,15.5,None,0,None,86.0
9446,Central Railway,Summer,Express,11,75.10918625392617,123370,35.6,66.6,1.6,33.3,3.47,6.91,53.9,60.4,30.6,98.9,23.55,179,65.3,65.9,8.3,None,0,None,66.9
9447,Northern Railway,Monsoon,Freight,13,47.7886450440308,188726,30.3,81.6,85.7,31.9,1.31,5.11,66.8,67.4,37.1,93.5,27.65,283,29.9,40.0,25.7,None,0,None,88.6
9448,South Central Railway,Monsoon,Passenger,25,83.16554439132054,144934,22.7,78.2,44.5,40.2,1.98,10.85,,53.0,63.7,99.5,22.77,336,31.7,52.7,15.2,Brake Failure,1,High,89.0
9449,Central Railway,Summer,Passenger,24,58.83701293823593,55181,32.1,,13.8,45.2,3.9,11.63,79.1,64.1,39.4,97.9,26.0,123,67.4,56.7,5.5,None,0,None,74.3
9450,Eastern Railway,Winter,Passenger,24,70.86627537816264,113219,16.5,34.0,1.4,,,11.76,96.9,75.3,71.7,76.6,24.71,166,64.9,83.3,22.3,None,0,None,74.0
9451,Eastern Railway,Winter,Passenger,28,69.59352003197446,81506,26.5,40.1,2.4,68.6,4.24,12.6,94.0,71.1,64.2,70.6,24.61,106,78.2,77.9,5.5,None,0,None,72.2
9452,Southern Railway,Summer,Express,9,106.25878338003892,78070,28.2,39.8,13.7,18.0,,5.94,,63.7,45.7,88.6,26.95,182,59.3,64.1,7.7,None,0,None,67.9
9453,Western Railway,Monsoon,Express,6,112.8799198555836,18034,26.3,78.4,84.1,31.9,2.21,8.54,79.6,66.3,28.9,125.8,27.77,172,52.5,67.4,32.1,None,0,None,69.6
9454,South Central Railway,Summer,Passenger,15,103.8633429553,33873,34.8,60.7,1.6,19.4,3.21,6.77,45.1,48.5,66.4,88.3,22.29,60,89.9,72.4,5.7,None,0,None,58.9
9455,Western Railway,Summer,Freight,21,48.567764618503865,66565,42.1,55.2,1.6,61.8,5.3,9.04,81.8,77.5,66.8,92.1,21.81,47,100.0,100.0,15.9,None,0,None,55.5
9456,Southern Railway,Summer,Metro,18,43.63937922177955,247842,43.5,63.0,2.0,38.5,1.73,8.74,60.4,65.6,17.9,121.3,23.65,32,100.0,94.3,6.9,None,0,None,44.6
9457,Northern Railway,Summer,Express,3,118.62244522149562,165332,40.4,66.8,3.2,16.1,2.96,4.49,67.9,48.2,39.2,96.7,24.29,165,57.5,50.6,0.7,Brake Failure,1,Medium,72.4
9458,Eastern Railway,Monsoon,Passenger,26,70.88352025159914,46725,31.0,100.0,49.0,45.2,3.58,14.29,62.2,54.6,70.6,85.7,21.74,57,97.5,81.7,16.8,Signal Failure,1,Low,60.0
9459,Western Railway,Monsoon,Freight,34,56.707497786547165,104983,34.5,61.6,94.9,74.3,3.51,14.27,88.3,70.1,86.1,71.9,23.56,21,96.3,91.9,15.2,Track Defect,1,High,65.8
9460,Southern Railway,Winter,Express,26,117.06101752612341,25298,13.7,58.4,0.4,62.9,5.57,11.85,95.2,63.3,49.3,91.3,23.49,106,70.3,70.6,3.7,None,0,None,73.8
9461,South Central Railway,Summer,Passenger,9,68.46879977667822,76081,34.2,52.3,8.7,8.6,1.0,9.06,60.5,62.8,13.5,111.5,22.09,135,74.1,72.3,9.3,None,0,None,53.0
9462,Northern Railway,Monsoon,Passenger,34,65.20227673370836,271155,30.7,79.0,91.5,74.5,6.29,11.98,107.4,71.3,76.2,82.8,25.05,117,85.9,70.7,42.0,None,0,None,76.0
9463,Eastern Railway,Winter,Metro,8,54.434586490104245,274189,9.1,48.3,2.2,25.8,2.37,4.85,73.2,64.6,34.6,97.8,26.71,105,64.6,74.7,10.8,None,0,None,62.4
9464,Western Railway,Winter,Express,1,122.93934830218514,56569,24.7,61.4,5.4,26.2,2.76,2.17,65.7,57.5,0.0,116.8,22.3,5,99.3,81.1,8.4,Signal Failure,1,Medium,44.3
9465,Central Railway,Monsoon,Passenger,14,81.67342842012374,55566,35.8,76.5,38.5,37.9,2.9,9.9,77.2,60.5,42.6,101.1,,51,81.1,64.8,29.5,None,0,None,65.6
9466,Western Railway,Winter,Passenger,24,84.41192647078289,61911,22.3,56.1,3.2,42.8,3.74,9.2,,69.2,53.1,92.8,24.42,330,35.8,47.0,8.3,Signal Failure,1,Low,89.2
9467,Northern Railway,Summer,Freight,16,47.564600330903076,41152,32.6,72.4,8.2,47.0,2.04,12.37,78.6,72.2,28.2,103.6,24.11,8,100.0,90.7,2.4,None,0,None,49.7
9468,Southern Railway,Winter,Passenger,10,72.61237476713933,117452,17.3,45.1,4.7,38.2,3.94,5.48,68.7,65.2,43.9,101.8,23.73,33,85.9,77.4,10.3,None,0,None,59.4
9469,Eastern Railway,Monsoon,Passenger,11,82.79359553643572,20184,26.3,78.2,63.6,24.9,1.81,3.83,,49.3,44.5,96.1,27.02,145,72.0,63.4,13.4,None,0,None,65.9
9470,South Central Railway,Winter,Express,31,114.69226232717288,87626,20.3,60.9,0.7,51.3,4.4,12.54,84.5,73.9,35.1,101.3,28.41,351,19.5,40.0,13.8,None,0,None,96.3
9471,Central Railway,Monsoon,Express,14,131.05906973464812,349273,28.8,86.2,91.8,20.5,2.24,8.99,63.1,64.0,48.8,96.0,22.8,258,26.9,43.3,52.9,None,0,None,87.1
9472,Central Railway,Winter,Freight,6,55.08592676130778,120873,21.6,48.4,0.0,33.3,3.83,7.53,85.9,71.6,21.1,114.8,23.73,30,89.8,89.2,2.0,None,0,None,48.8
9473,Central Railway,Summer,Freight,17,52.3897744208345,70471,31.6,59.5,1.9,38.4,3.2,9.62,74.7,65.8,36.3,103.9,26.39,316,32.4,57.3,4.0,None,0,None,82.4
9474,Southern Railway,Winter,Freight,9,65.35170340872094,114635,16.4,68.1,,35.1,1.19,5.53,65.8,49.9,21.9,114.6,22.77,41,94.5,86.1,6.4,None,0,None,49.3
9475,Eastern Railway,Winter,Freight,33,56.27662235443208,54542,25.3,59.5,10.0,51.1,,13.57,91.9,49.5,70.4,81.7,22.86,177,71.5,62.1,22.8,None,0,None,77.0
9476,Central Railway,Winter,Freight,18,45.6687801403057,327018,22.8,35.0,1.0,31.0,3.28,15.6,67.8,58.7,45.7,90.2,23.16,232,53.8,56.3,3.3,Track Defect,1,Low,76.0
9477,Central Railway,Winter,Express,32,108.66834915831869,175426,13.7,51.4,2.1,69.7,4.39,12.25,81.6,77.1,45.2,90.7,23.28,137,70.4,66.0,15.4,Signal Failure,1,Low,76.7
9478,Central Railway,Summer,Express,6,82.80948256417268,210919,31.3,46.1,,3.0,1.6,5.15,43.4,50.9,15.1,98.4,23.64,67,88.9,74.6,3.7,None,0,None,46.5
9479,Western Railway,Winter,Freight,8,67.9078313143041,299576,15.4,40.7,4.1,20.4,2.25,3.18,49.8,57.4,40.9,103.0,25.5,303,35.0,52.3,10.3,None,0,None,79.8
9480,Northern Railway,Summer,Metro,2,26.213499841597866,37004,37.4,67.3,1.2,0.0,,4.21,51.4,49.3,10.8,119.2,25.31,264,37.8,55.6,5.1,None,0,None,68.1
9481,Southern Railway,Summer,Express,9,105.42805002160264,66125,31.1,61.7,0.3,19.6,2.06,3.3,68.1,59.9,21.1,107.8,24.05,8,99.0,94.1,6.7,None,0,None,40.7
9482,Central Railway,Summer,Express,20,119.73146972103306,54231,43.4,56.1,2.8,49.9,3.17,7.25,79.5,76.4,63.2,92.2,24.42,196,62.8,72.0,1.2,None,0,None,74.3
9483,Northern Railway,Monsoon,Passenger,1,68.97472470361356,34347,29.4,68.4,60.3,24.6,2.55,4.32,70.8,60.4,0.0,121.5,24.22,71,73.2,57.5,8.2,None,0,None,61.2
9484,Western Railway,Monsoon,Metro,21,44.055333302234004,340952,27.3,86.4,30.6,43.7,,12.64,85.1,65.1,43.9,96.4,23.64,63,79.8,71.7,5.6,None,0,None,64.9
9485,Western Railway,Winter,Freight,3,69.87665032205261,35409,19.2,74.5,2.2,20.1,3.07,4.03,66.9,64.0,19.1,113.3,23.2,327,38.3,51.9,3.7,None,0,None,75.6
9486,South Central Railway,Monsoon,Passenger,13,87.00690033207357,358346,28.7,,44.2,42.7,2.79,8.36,75.5,71.3,9.9,122.3,23.11,47,89.7,85.4,31.6,None,0,None,51.1
9487,Southern Railway,Summer,Express,28,124.08647905384399,83469,40.9,69.8,1.0,53.1,3.15,14.15,71.0,61.3,55.2,87.6,23.64,155,73.4,70.4,8.7,Track Defect,1,High,71.4
9488,South Central Railway,Summer,Passenger,12,82.36577059208057,117433,45.4,57.0,1.0,16.1,1.6,8.09,66.0,52.6,29.3,109.7,25.78,302,44.3,48.7,6.9,None,0,None,75.6
9489,Eastern Railway,Monsoon,Passenger,28,54.776378238843904,59308,25.0,79.3,84.7,56.2,4.25,13.57,82.9,68.7,56.4,81.0,24.22,245,54.3,40.0,15.3,None,0,None,90.2
9490,South Central Railway,Monsoon,Passenger,7,80.45987025226545,96172,31.4,72.8,80.3,19.6,2.68,3.09,,70.2,32.6,102.0,24.14,187,63.4,66.2,28.9,None,0,None,64.3
9491,Eastern Railway,Monsoon,Express,10,103.88894555786291,32932,31.3,72.3,38.6,53.8,4.26,10.54,83.5,87.3,22.6,95.9,24.61,199,69.6,76.3,7.6,None,0,None,65.4
